["neural networks", 754.4627860270758]
["preprint arxiv161107004", 0.0]
["preprint arxiv161202649", 0.0]
["preprint arxiv161205424", 0.0]
["preprint arxiv161207828", 0.0]
["preprint arxiv170101036", 0.0]
["preprint arxiv170102096", 0.0]
["preprint arxiv170105524", 0.0]
["preprint arxiv170107875", 0.0]
["preprint arxiv170204069", 0.0]
["preprint arxiv170205374", 0.0]
["preprint arxiv170205464", 0.0]
["preprint arxiv170208400", 0.0]
["preprint arxiv170208690", 0.0]
["preprint arxiv170208811", 0.0]
["preprint arxiv170305192", 0.0]
["preprint arxiv170306868", 0.0]
["preprint arxiv170310593", 0.0]
["preprint arxiv170402510", 0.0]
["preprint arxiv170408509", 0.0]
["preprint arxiv170500609", 0.0]
["preprint arxiv170508045", 0.0]
["preprint arxiv170701922", 0.0]
["preprint arxiv170707901", 0.0]
["preprint arxiv170802191", 0.0]
["preprint arxiv170902476", 0.0]
["preprint arxiv171010182", 0.0]
["preprint arxiv171107027", 0.0]
["preprint arxiv171108561", 0.0]
["preprint arxiv171111556", 0.0]
["preprint arxiv171202560", 0.0]
["preprint arxiv180303243", 0.0]
["preprint arxiv180309210", 0.0]
["preprint arxiv180311365", 0.0]
["pretrained dnn", 0.0]
["pretrained model", 0.0]
["pretrained network", 0.0]
["pretraining phase", 0.0]
["pretraining reaches", 0.0]
["pretraining stage", 0.0]
["pretraining strategies", 0.0]
["pretraining techniques", 0.0]
["pretraining work", 0.0]
["pretraining works", 0.0]
["previous observations", 0.0]
["previous stateoftheart", 0.0]
["previous words", 0.0]
["principia mathematica", 0.0]
["principle  neurons", 0.0]
["probabilistic generative model", 0.0]
["probability classification", 0.0]
["probability configurations", 0.0]
["probability density function", 0.0]
["probability estimators", 0.0]
["probability function", 0.0]
["probability points", 0.0]
["problem solver", 0.0]
["problem solvers", 0.0]
["problemdependent hyperparameter", 0.0]
["problemspecific topologies", 0.0]
["procedure parameterserverperformoperation", 0.0]
["process analysis", 0.0]
["process approach", 0.0]
["process machinery", 0.0]
["process optimization", 0.0]
["process priors", 0.0]
["process regression", 0.0]
["processing approach", 0.0]
["processing framework", 0.0]
["processing promotes", 0.0]
["processing research", 0.0]
["processing society", 0.0]
["processing stages", 0.0]
["processing techniques", 0.0]
["product construction", 0.0]
["product network", 0.0]
["program evolution", 0.0]
["program induction", 0.0]
["program writing", 0.0]
["programming  yahoogroupscom", 0.0]
["programming device", 0.0]
["programming languages", 0.0]
["programming problems", 0.0]
["projection matrices", 0.0]
["projection pursuit", 0.0]
["propagation f", 0.0]
["propagation networks", 0.0]
["prototype learning", 0.0]
["psd optimal", 0.0]
["publishers bv", 0.0]
["pulse transmission line", 0.0]
["purpose inference", 0.0]
["pxw2  p", 0.0]
["pyramid division", 0.0]
["pyramid results", 0.0]
["quality gain", 0.0]
["quality improvement", 0.0]
["quality models", 0.0]
["quality region proposals", 0.0]
["quantile", 0.0]
["question", 0.0]
["r denote", 0.0]
["r k", 0.0]
["r2", 0.0]
["random parameter", 0.0]
["random perturbations", 0.0]
["ranking task", 0.0]
["rate log u", 0.0]
["ratio", 0.0]
["raumzeitliche lernproblem", 0.0]
["razor favors", 0.0]
["rb", 0.0]
["rbm training", 0.0]
["rbmbased models", 0.0]
["rbmbased rl", 0.0]
["reading lists", 0.0]
["realvalued reward signals", 0.0]
["realworld distributions", 0.0]
["realworld inputs", 0.0]
["recall ap", 0.0]
["receiver operating", 0.0]
["recent development", 0.0]
["recirculation algorithm", 0.0]
["recognition accuracy gain", 0.0]
["recognition benchmark", 0.0]
["recognition competition", 0.0]
["recognition deals", 0.0]
["recognition error", 0.0]
["recognition error rates", 0.0]
["recognition examples", 0.0]
["recognition function", 0.0]
["recognition industry", 0.0]
["recognition method", 0.0]
["recognition performance", 0.0]
["recognition performance gain", 0.0]
["recognition perspectives", 0.0]
["recognition score", 0.0]
["recognition techniques", 0.0]
["recognition technologies", 0.0]
["recognition technology", 0.0]
["recognition tolerant", 0.0]
["recognition track", 0.0]
["recogntion accuracy", 0.0]
["reconstruction classification network", 0.0]
["reconstruction error gradient", 0.0]
["reconstruction methods", 0.0]
["reconstruction models", 0.0]
["reconstruction probabilities", 0.0]
["reconstructionclassification networks", 0.0]
["rectangular arrays", 0.0]
["recurrent auto encoder", 0.0]
["recurrent neurons", 0.0]
["recurrent processing", 0.0]
["recurrent systems", 0.0]
["recursive chain rule application", 0.0]
["recursive deep", 0.0]
["refinement step", 0.0]
["regression classification task", 0.0]
["regression classifier", 0.0]
["regression functions", 0.0]
["regression methods", 0.0]
["regularization schedules", 0.0]
["regularized autoencoder", 0.0]
["related dnn", 0.0]
["relevance determination", 0.0]
["relevance model", 0.0]
["relevance score 𝑅", 0.0]
["relevance scores", 0.0]
["report arxiv12034416v1", 0.0]
["report arxiv12070580", 0.0]
["report arxiv12074404", 0.0]
["report arxiv12115063", 0.0]
["report arxiv13013583", 0.0]
["report arxiv13014083", 0.0]
["report arxiv13052982", 0.0]
["report arxiv13056663", 0.0]
["report arxiv13061091", 0.0]
["report arxiv13125548v1  csne", 0.0]
["report arxiv13125602  cslg", 0.0]
["report arxivorgabs13112524", 0.0]
["report br1303", 0.0]
["report cmucs94163", 0.0]
["report condmat0105238", 0.0]
["report crgtr931", 0.0]
["report cs20080923", 0.0]
["report cstr3118", 0.0]
["report cucs62692", 0.0]
["report cuedfinfengtr78", 0.0]
["report gcnu", 0.0]
["report hal00911179", 0.0]
["report ics report", 0.0]
["report ics0303", 0.0]
["report idsia0314", 0.0]
["report idsia0812", 0.0]
["report pb432", 0.0]
["report technical report nuccs8927", 0.0]
["report tr1296", 0.0]
["report tr47", 0.0]
["report ucsccrl9425", 0.0]
["report utml", 0.0]
["report utml tr", 0.0]
["representation approach", 0.0]
["representation problems", 0.0]
["representation space", 0.0]
["representationbased approaches", 0.0]
["research avenue", 0.0]
["research chairs", 0.0]
["research experiences", 0.0]
["research grant", 0.0]
["research group", 0.0]
["research subject", 0.0]
["researcher award", 0.0]
["resilient backpropagation", 0.0]
["resnet architectures", 0.0]
["resolution reinforcement learning", 0.0]
["resource speech recognition", 0.0]
["response regions", 0.0]
["result states", 0.0]
["retrieval task", 0.0]
["reutersrcv1", 0.0]
["review article", 0.0]
["review literature", 0.0]
["review papers", 0.0]
["reward rt", 0.0]
["rg", 0.0]
["rgb space", 0.0]
["rgbd data", 0.0]
["ri", 0.0]
["ridge parameter", 0.0]
["rk  k πk", 0.0]
["rl atari players", 0.0]
["rl backgammon player", 0.0]
["rl case", 0.0]
["rl exist", 0.0]
["rl goal", 0.0]
["rl rnns", 0.0]
["rl survey", 0.0]
["rnn hierarchy", 0.0]
["robotics icdlepirob", 0.0]
["robust svm", 0.0]
["role identification", 0.0]
["role labeling", 0.0]
["rounding errors", 0.0]
["roundtrip probabilities p", 0.0]
["rpp", 0.0]
["rprop learning algorithm", 0.0]
["running estimate", 0.0]
["running gibbs sampler", 0.0]
["safety requirement", 0.0]
["saliency maps", 0.0]
["sample learning", 0.0]
["sample size", 0.0]
["sampling procedure", 0.0]
["sampling rates", 0.0]
["sandblaster lbfgs enjoy", 0.0]
["scale detection", 0.0]
["scale hierarchies", 0.0]
["scale invariant features", 0.0]
["scale learning", 0.0]
["scale online learning", 0.0]
["scaling factor", 0.0]
["scaling properties", 0.0]
["scene categories", 0.0]
["scene images", 0.0]
["scene x", 0.0]
["science foundation", 0.0]
["scoring location", 0.0]
["scoring mcg candidate", 0.0]
["scoring window", 0.0]
["screening approach", 0.0]
["sdae models", 0.0]
["search grid", 0.0]
["search method", 0.0]
["search problems", 0.0]
["search proposals", 0.0]
["search techniques", 0.0]
["search windows", 0.0]
["search yields", 0.0]
["secondary structure", 0.0]
["segmentation approach", 0.0]
["segmentation dataset", 0.0]
["segmentation network", 0.0]
["segmentation results", 0.0]
["selection bias", 0.0]
["selection criterion", 0.0]
["selection mechanisms", 0.0]
["selection strategies", 0.0]
["selforganization method", 0.0]
["semantic class", 0.0]
["semantic classes", 0.0]
["semantic relevance score", 0.0]
["semantic segmentation task", 0.0]
["semantic similarity", 0.0]
["semisupervised deep", 0.0]
["semisupervised recursive", 0.0]
["sensorimotor loop", 0.0]
["sentence paraphrase detection", 0.0]
["sentiment classification problem", 0.0]
["sentiment classification system", 0.0]
["sentiment labels", 0.0]
["separate hidden", 0.0]
["sequence classifier", 0.0]
["sequence comparison", 0.0]
["sequence encoder", 0.0]
["sequence predictability", 0.0]
["sequence xt", 0.0]
["sequential optimization", 0.0]
["sequential optimization algorithms", 0.0]
["sequential programs", 0.0]
["set domain adaptation", 0.0]
["set h  n  n", 0.0]
["set outt", 0.0]
["set problem", 0.0]
["set problems", 0.0]
["setup implies", 0.0]
["sf", 0.0]
["sg", 0.0]
["shape characteristics", 0.0]
["sharing mechanism", 0.0]
["sheep sofa train tvmonitor", 0.0]
["siam j", 0.0]
["sice annual conference", 0.0]
["sigmoid belief network", 0.0]
["sigmoid encoder", 0.0]
["sigmoid function", 0.0]
["sigmoid function evaluation", 0.0]
["sigmoidal hidden layer", 0.0]
["sigmoidal neuron", 0.0]
["signal processing society", 0.0]
["signal processing technique", 0.0]
["signalσ2 noise", 0.0]
["signature compression", 0.0]
["silence arcs", 0.0]
["silicon neuron circuits", 0.0]
["similarity learning", 0.0]
["similarity metrics suffice", 0.0]
["similarity model", 0.0]
["simple sgd", 0.0]
["simplicity", 0.0]
["single distbelief model", 0.0]
["single replica", 0.0]
["single scale", 0.0]
["size compressor", 0.0]
["size m", 0.0]
["size storage o", 0.0]
["size v", 0.0]
["sketch feature", 0.0]
["sl deep nns", 0.0]
["slide staining", 0.0]
["slowness learning", 0.0]
["small dataset", 0.0]
["small messages", 0.0]
["small size", 0.0]
["smaller layer", 0.0]
["sml scheme", 0.0]
["soccer players", 0.0]
["soft weight", 0.0]
["softmax losses", 0.0]
["solid evidence", 0.0]
["source channel model", 0.0]
["source classes", 0.0]
["source instances", 0.0]
["source kaldi toolkit", 0.0]
["source network", 0.0]
["source separation", 0.0]
["source separation algorithms", 0.0]
["source separation technique", 0.0]
["space  x", 0.0]
["space clustering", 0.0]
["space domain transfer", 0.0]
["space hyperplane classifiers", 0.0]
["space o", 0.0]
["space risk", 0.0]
["space risk term", 0.0]
["space translation models", 0.0]
["space y  y", 0.0]
["sparse autoencoder", 0.0]
["sparse coders", 0.0]
["sparse coding models", 0.0]
["sparse data structures", 0.0]
["sparse matrix partitioning", 0.0]
["sparse model", 0.0]
["sparse models", 0.0]
["sparse rectifier networks", 0.0]
["sparse text", 0.0]
["sparse text features", 0.0]
["sparsity level", 0.0]
["sparsity penalties", 0.0]
["sparsity term", 0.0]
["spatial invariance", 0.0]
["spatial layout", 0.0]
["speaking styles", 0.0]
["specialized neural network", 0.0]
["speech benchmark", 0.0]
["speech codes", 0.0]
["speech detection", 0.0]
["speech feature", 0.0]
["speech feature extraction", 0.0]
["speech industry", 0.0]
["speech invariance", 0.0]
["speech inversion", 0.0]
["speech labs", 0.0]
["speech modeling", 0.0]
["speech models", 0.0]
["speech phone", 0.0]
["speech production model", 0.0]
["speech recognition benchmark", 0.0]
["speech recognition error rates", 0.0]
["speech recognition error reduction", 0.0]
["speech recognition groups", 0.0]
["speech recognition service", 0.0]
["speech recognizers", 0.0]
["speech synthesis system", 0.0]
["speech synthesis systems", 0.0]
["speech variations", 0.0]
["speechtext understanding", 0.0]
["speed gains", 0.0]
["speed improve4in detail", 0.0]
["spike suffices", 0.0]
["spiking network accelerator", 0.0]
["spiking network models", 0.0]
["split position", 0.0]
["springerverlag berlin", 0.0]
["squared exponential", 0.0]
["stability min θ n", 0.0]
["stacked generalization", 0.0]
["stacking module", 0.0]
["standard data augmentation", 0.0]
["standard mnist", 0.0]
["start problem", 0.0]
["state alignment", 0.0]
["state controllers", 0.0]
["state features", 0.0]
["state learning", 0.0]
["state machine extraction", 0.0]
["state markov chains", 0.0]
["state modeling technique", 0.0]
["state space", 0.0]
["stateoftheart architectures", 0.0]
["stateoftheart triphone", 0.0]
["statistical distribution", 0.0]
["statistical learning", 0.0]
["statistical methods", 0.0]
["statistical theory", 0.0]
["step backwards", 0.0]
["step size adaptation", 0.0]
["step size adaptation method", 0.0]
["step sizes", 0.0]
["stimulus pattern", 0.0]
["stochastic average gradient", 0.0]
["stochastic decision", 0.0]
["stochastic diagonal", 0.0]
["stochastic feedforward neural network", 0.0]
["stochastic gradient descent methods", 0.0]
["stochastic gradient descent optimization", 0.0]
["stochastic variables", 0.0]
["stopping idea", 0.0]
["strategy achieves", 0.0]
["structural risk", 0.0]
["structure prediction architecture", 0.0]
["structured output layer neural", 0.0]
["structured sparse", 0.0]
["structured support vector machines", 0.0]
["subgoal generators", 0.0]
["subgradient methods", 0.0]
["subspace orthogonality constraints", 0.0]
["supervised classification", 0.0]
["supervised feature", 0.0]
["supervised network", 0.0]
["supervised networks", 0.0]
["supervised pretraining", 0.0]
["supervised representation", 0.0]
["supervisedlearning models", 0.0]
["support vector learning", 0.0]
["support vector machine training", 0.0]
["surface layout", 0.0]
["surrogate supervisory signals", 0.0]
["svm approach", 0.0]
["symbol", 0.0]
["symbol processing", 0.0]
["system models", 0.0]
["system plane bike bird boat bottle bus car cat chair cow", 0.0]
["systems perspective", 0.0]
["systems point", 0.0]
["tail feature distribution", 0.0]
["tail features", 0.0]
["tangent function", 0.0]
["target output", 0.0]
["task learning", 0.0]
["task sampling", 0.0]
["task structures", 0.0]
["team description", 0.0]
["tech report", 0.0]
["technical report utml", 0.0]
["temperature version", 0.0]
["tempered markov chain", 0.0]
["temporal dependencies", 0.0]
["temporal sequence", 0.0]
["term dependencies", 0.0]
["term h", 0.0]
["term observations", 0.0]
["term vector", 0.0]
["term vectors", 0.0]
["term λθ2", 0.0]
["test reconstruction errors", 0.0]
["test subjects", 0.0]
["test time procedure", 0.0]
["text characters", 0.0]
["text classification", 0.0]
["text collection", 0.0]
["text corpora", 0.0]
["text features", 0.0]
["text modelproviding word", 0.0]
["text recognition", 0.0]
["text sentiment classification", 0.0]
["texture measurements", 0.0]
["tfidf approach", 0.0]
["theoretical foundations", 0.0]
["thinned network", 0.0]
["threshold k", 0.0]
["threshold model", 0.0]
["threshold network", 0.0]
["tied weights", 0.0]
["tiled convolutional", 0.0]
["time algorithm", 0.0]
["time delay", 0.0]
["time frame", 0.0]
["time intervals", 0.0]
["time lag problem", 0.0]
["time natural evolution strategy", 0.0]
["time regimes", 0.0]
["time window", 0.0]
["timeline format", 0.0]
["timit phoneme recognition benchmark", 0.0]
["tl solutions", 0.0]
["tl techniques", 0.0]
["top response", 0.0]
["top1 accuracy", 0.0]
["topic models", 0.0]
["tortion engineering andor", 0.0]
["total error e", 0.0]
["toy data set", 0.0]
["tract length", 0.0]
["tract length difference", 0.0]
["tract length differences", 0.0]
["tract resonance dynamics", 0.0]
["tractable inference", 0.0]
["traditional deep", 0.0]
["traditional neural network", 0.0]
["traffic sign recognition benchmark", 0.0]
["training modules", 0.0]
["training paradigm", 0.0]
["training practice", 0.0]
["training reconstruction error", 0.0]
["training sets", 0.0]
["training task", 0.0]
["trajectory discrimination", 0.0]
["trajectory hmms", 0.0]
["trajectory model", 0.0]
["transductive tl", 0.0]
["transfer ability", 0.0]
["transfer learn4http", 0.0]
["transfer learning works", 0.0]
["transfer machine", 0.0]
["transfer network", 0.0]
["transformation h  f", 0.0]
["transformation hℓ", 0.0]
["transformation mechanism", 0.0]
["transformation methods", 0.0]
["transformation network", 0.0]
["transitive inference", 0.0]
["translation models", 0.0]
["transportation systems", 0.0]
["tree parzen algorithm2", 0.0]
["triphone gmmhmm systems", 0.0]
["triphone state output probabilities", 0.0]
["truth boxes", 0.0]
["ttissue types", 0.0]
["tunable hyperparameter", 0.0]
["tuning phase", 0.0]
["typical values", 0.0]
["u  η l", 0.0]
