["deep learning", 1947.753816140493]
["scenes transform", 2.772588722239781]
["scientific sense", 2.772588722239781]
["scientific world", 2.772588722239781]
["scope hypothesis", 2.772588722239781]
["sdabased systems", 2.772588722239781]
["seahawks jerseys", 2.772588722239781]
["search behaviour", 2.772588722239781]
["searches nasneta", 2.772588722239781]
["segment evidence", 2.772588722239781]
["segmentation map", 2.772588722239781]
["select operation", 2.772588722239781]
["selected session", 2.772588722239781]
["selective nature", 2.772588722239781]
["selling products", 2.772588722239781]
["semantic measure", 2.772588722239781]
["semantic objects", 2.772588722239781]
["sensor placement", 2.772588722239781]
["separable groups", 2.772588722239781]
["separate corpora", 2.772588722239781]
["separate factors", 2.772588722239781]
["separate network", 2.772588722239781]
["separate section", 2.772588722239781]
["separate streams", 2.772588722239781]
["separate systems", 2.772588722239781]
["separate threads", 2.772588722239781]
["sequence element", 2.772588722239781]
["sequence sorting", 2.772588722239781]
["sequencial mnist", 2.772588722239781]
["sequential model", 2.772588722239781]
["sercan omer arik", 2.772588722239781]
["service sciences", 2.772588722239781]
["set p malization", 2.772588722239781]
["settings control", 2.772588722239781]
["shadow detection", 2.772588722239781]
["shailesh u hegde", 2.772588722239781]
["shallowest layer", 2.772588722239781]
["share redundancy", 2.772588722239781]
["shared weights w", 2.772588722239781]
["shifted versions", 2.772588722239781]
["shortcut input h", 2.772588722239781]
["shorter biphones", 2.772588722239781]
["shortest program", 2.772588722239781]
["shot descriptors", 2.772588722239781]
["shrinkage priors", 2.772588722239781]
["siamese branches", 2.772588722239781]
["siavash ebrahimi", 2.772588722239781]
["sift descriptors", 2.772588722239781]
["sign transitions", 2.772588722239781]
["signed rank test", 2.772588722239781]
["significant bits", 2.772588722239781]
["significant jump", 2.772588722239781]
["significant lift", 2.772588722239781]
["significant mass", 2.772588722239781]
["significant part", 2.772588722239781]
["significant role", 2.772588722239781]
["similar contexts", 2.772588722239781]
["similar division", 2.772588722239781]
["similar pipeline", 2.772588722239781]
["similar problems", 2.772588722239781]
["similar settings", 2.772588722239781]
["similar training", 2.772588722239781]
["similar vertices", 2.772588722239781]
["simple averaging", 2.772588722239781]
["simple baselines", 2.772588722239781]
["simple bp method", 2.772588722239781]
["simple mechanism", 2.772588722239781]
["simple optimizer", 2.772588722239781]
["simple parameter", 2.772588722239781]
["simple principle", 2.772588722239781]
["simple structure", 2.772588722239781]
["simple variation", 2.772588722239781]
["simpler subtasks", 2.772588722239781]
["single candidate", 2.772588722239781]
["single component", 2.772588722239781]
["single deeper ae", 2.772588722239781]
["single embedding", 2.772588722239781]
["single framework", 2.772588722239781]
["single iteration", 2.772588722239781]
["single leaf node", 2.772588722239781]
["single map entry", 2.772588722239781]
["single mapping w", 2.772588722239781]
["single objective", 2.772588722239781]
["single precision", 2.772588722239781]
["single principle", 2.772588722239781]
["single sentences", 2.772588722239781]
["single subregion", 2.772588722239781]
["singlelayer snns", 2.772588722239781]
["singlestream cnn", 2.772588722239781]
["skipnet learning", 2.772588722239781]
["slit lamp images", 2.772588722239781]
["slowest networks", 2.772588722239781]
["small amazon set", 2.772588722239781]
["small resolution", 2.772588722239781]
["smaller features", 2.772588722239781]
["smaller fraction", 2.772588722239781]
["smaller matrices", 2.772588722239781]
["smaller ϵ values", 2.772588722239781]
["smallest network", 2.772588722239781]
["smallest version", 2.772588722239781]
["smart home tasks", 2.772588722239781]
["smart noisy data", 2.772588722239781]
["smiles strings40", 2.772588722239781]
["smooth functions", 2.772588722239781]
["smooth influence", 2.772588722239781]
["smooth solutions", 2.772588722239781]
["smooth structure", 2.772588722239781]
["smoothed version", 2.772588722239781]
["smoothing factor", 2.772588722239781]
["snn architecture", 2.772588722239781]
["social computing", 2.772588722239781]
["social phenomena", 2.772588722239781]
["social structure", 2.772588722239781]
["softer decisions", 2.772588722239781]
["softmax operator", 2.772588722239781]
["software package", 2.772588722239781]
["software testing", 2.772588722239781]
["solid black line", 2.772588722239781]
["solved svm model", 2.772588722239781]
["sorted positions", 2.772588722239781]
["source densities", 2.772588722239781]
["source knowledge", 2.772588722239781]
["source text data", 2.772588722239781]
["source vertex vi", 2.772588722239781]
["source view data", 2.772588722239781]
["space andor time", 2.772588722239781]
["space generalize", 2.772588722239781]
["space limitation", 2.772588722239781]
["spacetime cuboid", 2.772588722239781]
["sparse parameter", 2.772588722239781]
["sparse solutions", 2.772588722239781]
["spatial position", 2.772588722239781]
["special function", 2.772588722239781]
["specific choices", 2.772588722239781]
["specific edition", 2.772588722239781]
["specific methods", 2.772588722239781]
["specific objects", 2.772588722239781]
["specific problem", 2.772588722239781]
["specific samples", 2.772588722239781]
["speech acoustics", 2.772588722239781]
["speech expertise", 2.772588722239781]
["speedup training", 2.772588722239781]
["spike burst code", 2.772588722239781]
["spike generation", 2.772588722239781]
["spike signatures", 2.772588722239781]
["spiketime delays", 2.772588722239781]
["spiking platform", 2.772588722239781]
["spline functions", 2.772588722239781]
["spline smoothing", 2.772588722239781]
["split nodebynode", 2.772588722239781]
["splitting method", 2.772588722239781]
["spoken sentences", 2.772588722239781]
["squares problems", 2.772588722239781]
["stacked versions", 2.772588722239781]
["state properties", 2.772588722239781]
["static component", 2.772588722239781]
["stationary point", 2.772588722239781]
["statistical test", 2.772588722239781]
["steps correspond", 2.772588722239781]
["steric parameter", 2.772588722239781]
["stimuli patterns", 2.772588722239781]
["stochastic flows", 2.772588722239781]
["stochastic model", 2.772588722239781]
["stochastic units", 2.772588722239781]
["stopword removal", 2.772588722239781]
["stratified split", 2.772588722239781]
["streaming manner", 2.772588722239781]
["strict threshold", 2.772588722239781]
["strong abilities", 2.772588722239781]
["strong indicator", 2.772588722239781]
["strong potential", 2.772588722239781]
["stronger privacy", 2.772588722239781]
["stronger results", 2.772588722239781]
["structural basis", 2.772588722239781]
["structural motif", 2.772588722239781]
["structured prior", 2.772588722239781]
["structures share", 2.772588722239781]
["subsections iiib", 2.772588722239781]
["subsequent layer", 2.772588722239781]
["subsequent stage", 2.772588722239781]
["subsequent works", 2.772588722239781]
["substantial drop", 2.772588722239781]
["substantial gain", 2.772588722239781]
["subtractive lstm", 2.772588722239781]
["successful field", 2.772588722239781]
["successive words", 2.772588722239781]
["supervised tasks", 2.772588722239781]
["support sampling", 2.772588722239781]
["surrounding area", 2.772588722239781]
["sv d", 2.772588722239781]
["svm classifier w", 2.772588722239781]
["svm tuning study", 2.772588722239781]
["svmstyle methods", 2.772588722239781]
["swish activation", 2.772588722239781]
["symbol frequency", 2.772588722239781]
["synchronous case", 2.772588722239781]
["synthetic videos", 2.772588722239781]
["tabular memory m", 2.772588722239781]
["takayuki okatani", 2.772588722239781]
["takehome message", 2.772588722239781]
["tangent vector f", 2.772588722239781]
["target data sets", 2.772588722239781]
["target detection", 2.772588722239781]
["target gradients", 2.772588722239781]
["target locations", 2.772588722239781]
["target test data", 2.772588722239781]
["target vertex vj", 2.772588722239781]
["targeted classes", 2.772588722239781]
["task recognition", 2.772588722239781]
["task relatedness", 2.772588722239781]
["te constructions", 2.772588722239781]
["te current state", 2.772588722239781]
["te frst category", 2.772588722239781]
["te frst training", 2.772588722239781]
["te highest score", 2.772588722239781]
["te relationships", 2.772588722239781]
["te training time", 2.772588722239781]
["temporal average", 2.772588722239781]
["temporal pooling", 2.772588722239781]
["ten hidden units", 2.772588722239781]
["tensor operation", 2.772588722239781]
["tensor structure", 2.772588722239781]
["term propagation", 2.772588722239781]
["term reweighting", 2.772588722239781]
["tertiary weights", 2.772588722239781]
["tese researchers", 2.772588722239781]
["test annotations", 2.772588722239781]
["test collections", 2.772588722239781]
["test error rates", 2.772588722239781]
["test set classes", 2.772588722239781]
["testdev datasets", 2.772588722239781]
["testtime budgets", 2.772588722239781]
["text annotations", 2.772588722239781]
["text classifiers", 2.772588722239781]
["text recognition", 2.772588722239781]
["textual contents", 2.772588722239781]
["textual features", 2.772588722239781]
["textural classes", 2.772588722239781]
["texture networks", 2.772588722239781]
["theano framework", 2.772588722239781]
["theory formation", 2.772588722239781]
["therapy planning", 2.772588722239781]
["things framework", 2.772588722239781]
["thinned networks", 2.772588722239781]
["thomas runarsson", 2.772588722239781]
["thomson learning", 2.772588722239781]
["thousand queries", 2.772588722239781]
["thousand samples", 2.772588722239781]
["threshold varies", 2.772588722239781]
["tibial cartilage", 2.772588722239781]
["tibo derivatives", 2.772588722239781]
["till convergence", 2.772588722239781]
["till termination", 2.772588722239781]
["time constraints", 2.772588722239781]
["time information", 2.772588722239781]
["time performance", 2.772588722239781]
["timelapse videos", 2.772588722239781]
["times resolution", 2.772588722239781]
["title extraction", 2.772588722239781]
["tline hinge loss", 2.772588722239781]
["token embeddings", 2.772588722239781]
["token generation", 2.772588722239781]
["token similarity", 2.772588722239781]
["tomas zimmermann", 2.772588722239781]
["top k detections", 2.772588722239781]
["top5 error rates", 2.772588722239781]
["topical hits hub", 2.772588722239781]
["torch7 community", 2.772588722239781]
["total image size", 2.772588722239781]
["total operations", 2.772588722239781]
["total parameters", 2.772588722239781]
["tractable models", 2.772588722239781]
["traditional cnns", 2.772588722239781]
["traditional nnlm", 2.772588722239781]
["traditional rnns", 2.772588722239781]
["traditional sdas", 2.772588722239781]
["traditional view", 2.772588722239781]
["train  val split", 2.772588722239781]
["train set images", 2.772588722239781]
["trained densenet", 2.772588722239781]
["trained policies", 2.772588722239781]
["training image x", 2.772588722239781]
["training penalty", 2.772588722239781]
["training rankers", 2.772588722239781]
["training routine", 2.772588722239781]
["training setting", 2.772588722239781]
["training speedup", 2.772588722239781]
["training spiking", 2.772588722239781]
["training subsets", 2.772588722239781]
["training targets", 2.772588722239781]
["training triples", 2.772588722239781]
["training windows", 2.772588722239781]
["traintest splits", 2.772588722239781]
["transfer ability", 2.772588722239781]
["transfer setting", 2.772588722239781]
["transfer weights", 2.772588722239781]
["transformation f", 2.772588722239781]
["transformation w", 2.772588722239781]
["transformed data", 2.772588722239781]
["translate images", 2.772588722239781]
["travel sequences", 2.772588722239781]
["treatment groups", 2.772588722239781]
["treebased search", 2.772588722239781]
["treelike fashion", 2.772588722239781]
["trimmed vgg nets", 2.772588722239781]
["triplet sampling", 2.772588722239781]
["trivial baseline", 2.772588722239781]
["trivial encoding", 2.772588722239781]
["trivial features", 2.772588722239781]
["trivial networks", 2.772588722239781]
["true probability", 2.772588722239781]
["true sensitivity", 2.772588722239781]
["true significand", 2.772588722239781]
["truncation level", 2.772588722239781]
["tumour phenotype", 2.772588722239781]
